geoname_id,synonym,word_likelihood
7871671,Bleiburg,1.00E-10
6557939,Sindelfingen,5.27E-08
7287335,Trimstein,2.63E-08
11054611,Lovrec,6.08E-09
6430838,Ouerre,2.03E-09
11055019,GJulovac,1.00E-10
4295247,Hopkins County,2.03E-09
7839795,Indigo,2.61E-07
6613815,Pageas,2.03E-09
7165874,Village of Bloomingdale,4.05E-09
6450921,Bonnetable,2.03E-08
4436296,US-MS,2.03E-08
237556,Mbomou,2.03E-08
6360321,Calvarrasa de Abajo,9.72E-08
6355935,Jerez de los Caballeros,1.00E-10
6453893,Gaillon,6.08E-09
6319838,Alto Longa,1.00E-10
2990779,Arrondissement de Nerac,1.00E-10
6558788,"Dietmannsried, Markt",1.00E-10
8347612,Mogalakwena,4.05E-09
6541004,Grantorto,2.03E-09
6541514,Celle Ligure,1.00E-10
6435793,Dormans,1.38E-07
4508770,City of Cincinnati,2.03E-09
5214496,Borough of Strausstown,1.00E-10
7871761,Waldenstein,6.08E-09
6454200,Noyant-Villages,8.10E-09
6538831,San Marzano sul Sarno,2.03E-08
6442856,Rognaix,1.00E-10
3185061,Bashkia e Kucoves,1.00E-10
6442126,Tincey-et-Pontrebeau,1.56E-07
3613602,Chinda,2.03E-09
7317934,City of Perry,2.03E-09
6556903,Gerhardshofen,1.00E-10
6551531,Bohmstedt,4.05E-09
6358161,Usurbil,2.03E-09
6548799,Brandhorst,2.23E-08
6444035,Morainvilliers,2.03E-09
170015,Hamah Governorate,4.05E-09
6360162,Villodre,2.03E-09
6425782,Saint-Andeol-de-Vals,1.00E-10
6552812,Sauensiek,2.03E-09
6438477,Saint-Python,1.01E-08
3144229,Nordre Land,8.51E-08
7532051,Baranowo,1.42E-08
10400648,Comarapa Municipality,2.03E-09
6539564,Castagnito,1.00E-10
7531481,Nieporet,1.00E-10
6554224,Homberg,2.03E-09
3197593,Grad Hrvatska Kostajnica,7.27E-07
6536174,Coccaglio,3.04E-08
3202102,Grad Delnice,4.05E-09
3189074,Velenje,6.08E-09
6447363,Ars-en-Re,2.03E-09
7317075,City of Norway,6.68E-08
2744336,Gemeente Winsum,1.82E-08
6319707,Governador Nunes Freire,1.00E-10
6615068,Le Mesnil-en-Thelle,1.00E-10
6616299,Neaufles-Auvergny,2.03E-09
6357622,Riells i Viabrea,1.01E-08
7872220,Bischofshofen,1.00E-10
7162079,Town of Pennington Gap,1.42E-08
6618356,Metz-en-Couture,1.00E-10
4202266,Irwin County,4.05E-09
7287119,Schwadernau,1.00E-10
7165872,Village of Bloomingburg,8.10E-09
6442328,Montceaux-Ragny,4.05E-09
6455139,Cubieres,1.00E-10
7175063,Town of Fountain Hills,1.00E-10
3196306,Municipality of Ljutomer,2.35E-06
361294,EG-GH,1.00E-10
6361960,Caudete de las Fuentes,1.00E-10
6538051,Chiomonte,4.86E-08
6534095,Palau-saverdera,1.00E-10
8133907,Dimos Distomo-Arachova-Antikyra,1.00E-10
11495175,Manchioneal,1.00E-10
3029994,Arrondissement de Brioude,1.00E-10
7531697,Pila,3.44E-08
2128686,Oma Machi,2.36E-06
11808654,Cauchero,1.98E-07
11049475,Kaptol,1.82E-08
6546429,Sidi Al Kamel,4.05E-09
7287556,Weiningen (ZH),1.00E-10
6534009,Argelaguer,1.22E-08
6556517,Weng,4.76E-07
6612674,Broyes,1.00E-10
6357725,Jerez del Marquesado,2.03E-09
6446385,Beon,2.03E-09
8986057,Angul District,1.00E-10
5870351,Northwest Arctic Borough,1.00E-10
3294903,Brčko District,1.00E-10
6447226,Bonneville-la-Louvet,1.00E-10
7286480,Mellingen,1.00E-10
1283466,Dhankuta,1.62E-08
6543591,Force,5.27E-08
6533990,Fogars de la Selva,1.00E-10
8132980,Kila,1.42E-08
152219,Mwanza Region,1.00E-10
6556788,Langensendelbach,1.82E-08
6614145,Chateauneuf-les-Martigues,8.10E-09
6322834,Jundiai Do Sul,1.00E-10
6557863,Kaisersesch,4.05E-09
4995208,City of Hancock,1.82E-08
1337290,Samdrup Jongkhar Dzongkhag,1.00E-10
6446615,Fontienne,1.00E-10
7530985,Siemianowice Slaskie,1.00E-10
6359130,Soto en Cameros,4.05E-09
1687250,Sapa-Sapa,4.05E-09
8632452,Tavsanli Ilcesi,1.13E-07
8582107,Amatitan,1.00E-10
5197833,Borough of Lewis Run,6.08E-09
6543608,Curti,6.08E-09
1282447,Dhaalu Atholhu,1.00E-10
6435078,Saint-Romain-le-Noble,2.03E-09
3666292,Valparaiso,2.03E-09
7530746,Dabrowa Gornicza,1.00E-10
1680700,Tunga,1.00E-10
6448683,Chenonceaux,5.97E-07
6556258,Hurlach,3.65E-08
6539303,Serdiana,1.13E-06
7174724,City of Winters,1.00E-10
6320727,Aiquara,1.00E-10
6430558,Saint-Aubin-de-Scellon,2.03E-09
6536216,Godega di Sant'Urbano,2.03E-09
7162221,Village of Ardencroft,2.49E-07
6559108,Wickede (Ruhr),8.10E-09
6559151,Bad Marienberg (Westerwald),1.00E-10
6613298,Canteloup,0.000385205
7872145,Reichraming,3.44E-08
7175661,Town of Saratoga,1.00E-10
7317753,City of Booneville,1.00E-10
6444400,Eaucourt-sur-Somme,1.00E-10
6432361,Sablons,2.03E-09
6433297,Pressins,1.36E-05
7285935,Goldingen,2.03E-09
3062338,Okres Vsetin,4.05E-09
6356885,Torrejon el Rubio,1.00E-10
6554917,Neuleiningen,3.85E-08
6451417,Dieupentale,1.01E-08
3670588,Rovira,5.39E-07
9845472,Kabupaten Sumba Barat Daya,1.00E-10
8132700,Odensvi,1.00E-10
6430365,Epreville-en-Roumois,1.00E-10
6453517,Epagny,1.92E-07
11153401,Departement de Taabo,1.00E-10
5259142,Village of Lake Delton,1.00E-10
6558260,Furth im Wald,2.03E-09
6450832,Bourguignon-les-Morey,2.27E-07
6434671,Nibelle,1.00E-10
3536725,Provincia de Santiago de Cuba,1.00E-10
2925534,Frankfurt (Oder),1.17E-07
6452555,Ampus,1.00E-10
3832079,Departamento de Zonda,1.01E-08
2949188,Bielefeld,4.05E-09
7166263,Village of Hoyleton,2.03E-09
6320781,Cairu,1.22E-08
7174009,City of Oklahoma City,1.00E-10
5516581,Bailey County,1.00E-10
6450070,Bettrechies,3.36E-07
6614856,L'Eguille,1.00E-10
2129759,Kamikawa-cho,8.10E-09
7173579,City of Harrington,1.00E-10
6537569,Roccaforzata,1.22E-08
2287957,Departement de Guiglo,1.00E-10
7161517,Town of Bethel,2.03E-09
1905250,Huyen Hai Lang,3.72E-06
6443037,Saint-Gingolph,1.00E-10
7175047,Town of Fleming,2.03E-09
6557495,Rees,1.00E-10
1714051,Dupax Del Sur,1.03E-07
1682571,Tayum,1.00E-10
5258879,Town of Koshkonong,1.00E-10
6323010,Tamboara,1.00E-10
7285943,Gorgier,9.30E-07
7164378,City of Portsmouth,6.08E-09
6540003,Campagna,1.00E-10
6439333,Vaunoise,1.19E-07
6358521,"Puerta de Segura, La",1.00E-10
2784859,Verlaine,4.52E-07
6442812,Laissaud,2.03E-09
618164,Raionul Cahul,6.08E-09
6543619,Roccabascerana,1.00E-10
5089553,Town of Milan,1.00E-10
6450555,Fuilla,2.03E-09
7166045,Village of Junction City,6.08E-09
6543564,Laghi,1.00E-10
6551864,Jahrsdorf,1.00E-10
7174029,City of Osburn,2.03E-09
8304643,Amphoe Kho Wang,1.00E-10
3169413,Riese Pio X,4.05E-09
5692753,City of Velva,4.05E-09
443186,Batman,6.08E-09
6453933,Ploudiry,1.00E-10
1905626,Tinh Nam GJinh,2.03E-09
7839482,Carnarvon,2.03E-09
6443937,Chanteloup-les-Vignes,1.26E-07
6451371,Cestayrols,1.03E-07
6558920,Freimersheim (Pfalz),6.08E-09
7164002,City of La Cygne,2.03E-09
7166352,Village of Craig Beach,4.05E-09
6612259,Moulin-Neuf,1.00E-10
2525058,Provincia di Catanzaro,1.62E-07
7173254,City of Crandall,3.97E-06
6559116,"Gelnhausen, Barbarossastadt",1.00E-10
6446358,Villiers-Adam,2.03E-09
6446378,Bellignat,2.03E-09
5111829,Town of Caton,1.00E-10
6452212,Allan,4.66E-08
6540283,Casei Gerola,4.05E-09
4287749,Christian County,1.82E-08
6429645,Sergeac,6.68E-08
7417104,Matsukawa Mura,1.00E-10
6549752,Asbach-Sickenberg,1.00E-10
6439997,Chidrac,1.00E-10
438427,Yayladagi Ilcesi,4.05E-09
6445179,Saint-Benoist-sur-Mer,1.82E-08
7317459,City of Zion,1.82E-08
2054311,Shenbei Xinqu,4.86E-08
6430169,Pierrelongue,1.70E-07
6539773,Valenza,1.00E-10
11351713,Lamaze,8.10E-09
6617424,Scharrachbergheim-Irmstett,2.84E-08
6538792,Pratola Serra,1.42E-08
6435390,Digosville,1.00E-10
6440123,Orsonnette,2.03E-09
6360650,Anievas,1.00E-10
6426447,Machy,1.00E-10
6616013,Essouvert,1.00E-10
6426269,Ornolac-Ussat-les-Bains,2.23E-08
6441912,Delain,4.05E-09
6552252,Warringholz,1.00E-10
6446411,Challex,2.03E-09
8133715,Dimos Evrotas,8.10E-09
6537140,Vimercate,4.05E-09
6558964,Ebersdorf b.Coburg,1.00E-10
6455795,La Poterie-Mathieu,1.00E-10
6427167,Coupesarte,2.03E-09
6542351,Cesano Boscone,1.00E-10
457955,Liepaja,4.05E-09
6557173,Bubesheim,2.03E-09
6358457,Alcala la Real,2.99E-06
6539571,Envie,5.47E-08
7166557,Village of Farmersville,1.00E-10
7871495,Salzburg,1.00E-10
2035740,Miyun Xian,1.82E-08
7871872,Seebenstein,2.03E-09
6554981,Ruppertsecken,1.88E-07
2992088,Arrondissement de Montreuil,1.00E-10
7286332,Les Planchettes,8.10E-09
5251771,Town of Ellsworth,1.00E-10
7173308,City of Diamond Bar,7.09E-08
7170772,City of Salisbury,1.01E-08
6356915,Rosalejo,1.00E-10
7872771,Metnitz,1.62E-08
6324073,Rio Verde,1.00E-10
6556177,Walting,2.03E-09
5266315,Village of Patch Grove,1.00E-10
4974502,Town of Owls Head,2.03E-09
6430862,Saint-Arnoult-des-Bois,4.05E-09
747711,Edirne,6.28E-08
5854943,Midway Islands,1.00E-10
2784069,Waregem,2.03E-09
6434023,Huisseau-en-Beauce,4.46E-08
677569,Comuna Izvoarele,4.05E-09
7170570,Town of Baileyton,2.03E-09
6551677,Bullenkuhlen,1.00E-10
4846616,City of Algona,1.00E-10
6428994,Lanmerin,6.08E-09
219402,Bas-Uele,1.00E-10
4966605,Town of Harrison,1.00E-10
6323127,Garopaba,2.03E-09
6435428,Gratot,1.62E-08
7164031,City of Lambs Grove,6.08E-09
6362121,Villanueva de Castellon,1.00E-10
6424783,Chacrise,1.00E-10
7170971,City of Watterson Park,1.00E-10
6417226,Saint Andrew,3.87E-07
7286365,Loehningen,1.00E-10
6357285,Cabanas,2.03E-09
6356674,Villanueva de Teba,1.32E-07
3179722,Castel d'Azzano,1.00E-10
8132795,Pajala,1.00E-10
6435868,Lignon,1.24E-07
5131683,Town of Plattsburgh,4.05E-09
6559325,Wielen,2.41E-07
6940781,Habban,8.10E-09
2641364,N Ireland,2.03E-09
6427574,Leyvaux,2.67E-06
6433277,Pajay,1.82E-08
6441438,Geispitzen,1.22E-08
7286863,Rebevelier,5.67E-08
6360654,Arredondo,1.00E-10
7432963,Akurana Division,4.05E-09
6545573,Ait Oum El Bekht,1.62E-08
6357292,Cedeira,6.28E-08
2699767,SE-W,0.000279913
7164192,City of Spivey,8.10E-09
6435551,Reffuveille,1.32E-07
7285892,Gaensbrunnen,4.46E-08
6552623,Brackel,1.00E-10
6539367,Palmas Arborea,6.62E-07
6427797,Plaizac,1.00E-10
6320401,Santa Helena,1.00E-10
3576794,LC-03,1.22E-08
6546761,Jouala,2.03E-09
6446513,Beaulon,1.00E-10
6320059,Cruz,1.00E-10
6432517,Gornies,1.00E-10
6437954,Woippy,2.03E-09
6357378,Almodovar del Pinar,1.42E-08
6321445,Ipiacu,1.00E-10
6430239,Saint-Uze,8.10E-09
2791344,Menen,1.00E-10
6616754,Le Temple,8.10E-08
7173911,City of Moyie Springs,1.00E-10
1264418,State of Maharashtra,1.00E-10
1821939,KH-21,1.39E-06
6361208,Tajueco,6.08E-09
6552436,Barver,1.74E-07
7532324,Lasowice Wielkie,2.15E-07
7287397,Uster,1.82E-08
6616718,Les Molunes,1.00E-10
7531996,Swiecie nad Osa,1.82E-08
6425429,Poezat,2.03E-09
6559186,Schondorf a.Ammersee,4.05E-09
1844834,Yeongju-si,2.03E-09
7285957,Grancy,1.62E-08
7532439,Kobiele Wielkie,1.00E-10
6539124,Camporeale,1.00E-10
7172210,Town of Newville,1.00E-10
7419038,Wanouchi-cho,1.22E-08
6319318,Ipixuna,4.05E-09
6539104,Rizziconi,2.23E-08
6442916,Trevignin,1.00E-10
6548590,Bad Schlema,1.00E-10
6433798,Villard-sur-Bienne,2.43E-08
6362480,Camarzana de Tera,4.05E-09
6539955,Mogliano,2.84E-08
8632442,Goenen Ilcesi,1.00E-10
6320006,Sao Joao Do Piaui,1.00E-10
6545531,Bni Mathar,1.00E-10
2565341,Delta State,2.03E-09
6552974,Ankum,1.15E-07
6434113,Saint-Julien-de-Chedon,1.00E-10
6441715,Montromant,1.00E-10
5247567,Village of Cameron,1.00E-10
6556276,Fischbachau,8.10E-09
2961422,Sligo,1.00E-10
7163879,City of Milford,1.00E-10
8133764,Dimos Kozani,2.03E-09
6539050,Papasidero,1.01E-08
6424619,Peronnas,1.00E-10
6447104,Barbentane,6.08E-09
7166179,Village of Lockbourne,1.00E-10
7839765,Port Macquarie-Hastings,1.00E-10
6446241,Chatenay-en-France,2.03E-09
6538922,Castelnuovo della Daunia,1.00E-10
6430241,Salettes,8.49E-07
6546520,Elgouraani,1.00E-10
6447993,Barjouville,1.01E-08
6362231,Olmedo,1.62E-08
6449393,Beaufort-en-Anjou,3.65E-08
6323751,Gloria De Dourados,2.03E-09
6555715,OElbronn-Duerrn,1.00E-10
7173649,City of Huetter,1.00E-10
1264122,Maldah,1.00E-10
6550661,Jueterbog,4.05E-09
5245512,Town of Berlin,1.00E-10
6555538,Bretzfeld,2.63E-08
6433106,Saint-Cyr-sur-Loire,1.00E-10
6550428,Blankenberg,4.05E-08
6358191,Cabezas Rubias,2.63E-08
6355910,Entrin Bajo,1.22E-08
6451213,Bois-d'Arcy,3.03E-06
4845214,Town of Waterbury,2.23E-08
5101199,Borough of Milford,1.42E-08
6454009,Macau,2.03E-09
8631753,Candir Ilcesi,2.03E-09
6435659,Saussey,4.05E-09
6438720,Giraumont,1.80E-07
6448448,Aspiran,4.41E-07
6558467,Karwitz,2.03E-09
6558906,"Sankt Goarshausen, Loreleystadt",1.00E-10
3681798,Guacari,6.26E-07
8604971,Sangun-myeon,1.00E-10
1713186,Garcia Hernandez,1.22E-08
6323173,Lages,4.05E-09
7171805,Town of Gilbert,2.03E-08
863831,Opstina Aracinovo,1.00E-10
449633,Shahrestan-e Harsin,1.00E-10
3177837,Provincia di Cremona,8.51E-08
5139036,Town of Southampton,2.03E-09
4221757,Screven County,1.00E-10
5481136,State of New Mexico,1.00E-10
6319761,Pedreiras,1.01E-08
617991,Ialoveni District,4.05E-09
6425400,Meillers,2.74E-05
6617071,Buzy-Darmont,6.08E-09
7839820,Pyrenees,1.00E-10
2541472,Nador,7.82E-07
422233,Makamba,1.00E-10
7167241,Village of Ovid,1.00E-10
6441013,Rasigueres,1.00E-10
658630,Haukipudas,1.00E-10
6455025,Beauche,1.00E-10
6548326,Wackerow,2.03E-09
6445711,Rollainville,4.05E-09
6441584,Rimbach-pres-Masevaux,1.42E-08
6542626,Giovo,1.00E-10
6449870,Kervignac,1.00E-10
6540293,Torricella Sicura,6.08E-09
6539684,Soave,2.03E-09
7165091,City of Weeping Water,1.85E-05
6321254,Carvalhopolis,1.82E-08
6426454,Maisons-les-Soulaines,1.01E-08
449666,Shahrestan-e Aligudarz,3.44E-07
6441552,Oberbruck,2.03E-09
6360273,Aldea del Obispo,1.00E-10
4995525,City of Hastings,6.08E-09
6430519,Parville,1.00E-10
7289707,Central Region,1.00E-10
6322349,Leme,1.00E-10
6438022,Montaron,7.09E-08
6541074,Montefortino,1.48E-05
6434427,Saint-Julien-des-Chazes,1.00E-10
6437688,Maizery,1.62E-08
153214,Morogoro Region,9.52E-08
6446267,Fremainville,6.28E-08
6451744,Magnac-Laval,5.51E-06
7429539,Kuriyama-cho,2.03E-09
4976831,Town of Rockport,6.08E-09
7175077,Town of Froid,2.03E-09
6556101,Kirchweidach,1.00E-10
6430274,Vinsobres,2.23E-08
6432367,Saint-Antoine-du-Queyret,4.05E-09
1690023,San Francisco (Anao-Aon),1.00E-10
3164799,Vallio Terme,1.00E-10
6547773,Graal-Mueritz,6.08E-08
6427054,Sebazac-Concoures,1.00E-10
2923624,Landkreis Fuerstenfeldbruck,6.08E-09
6556388,Gilching,1.00E-10
6436818,Rehainviller,3.65E-08
6441125,Griesheim-pres-Molsheim,2.03E-09
7417080,Minamimaki-mura,2.03E-09
6322635,Turmalina,4.05E-09
5059012,City of Edmore,6.08E-09
2798748,Enghien,1.24E-07
6454574,Marcy,1.00E-10
7318078,City of Malvern,1.00E-10
8133985,Dimos Ampelokipoi-Menemeni,5.47E-08
11351589,Fond Estate,4.05E-09
3249071,Kreisfreie Stadt Luebeck,4.42E-06
6357349,"Somozas, As",1.00E-10
2745640,Gemeente Venlo,2.23E-08
7873372,Gniebing-Weissenbach,1.00E-10
5250388,Town of Dekorra,1.00E-10
6642321,Hongshan Qu,4.05E-09
6612292,Truttemer-le-Grand,6.08E-09
6555536,Wuestenrot,1.42E-08
6444393,Doudelainville,9.32E-08
6429196,Trezeny,2.03E-09
6554640,Hohenfels-Essingen,6.08E-09
6446982,Badens,9.72E-08
7317750,City of Boaz,4.05E-09
7316715,City of Crawfordsville,2.03E-09
6451452,Lauzerte,4.05E-09
6437280,Xivray-et-Marvoisin,4.05E-09
6614017,Savigneux,4.31E-07
6554549,Harspelt,7.70E-08
7165958,Village of Halfway,1.50E-07
6451247,Brulain,2.03E-09
6425076,Montigny-Lengrain,1.00E-10
6444249,Tourtenay,1.00E-10
3521082,Estado de Puebla,1.00E-10
7161964,Village of Yorkville,1.00E-10
3605001,Marcovia,1.00E-10
7163486,City of Dunkirk,1.22E-08
7169612,City of Belmont,3.44E-08
6536587,Castel d'Ario,1.00E-10
6455490,La Horgne,1.22E-08
6546056,Er-Rissani,1.00E-10
6551618,Tuemlauer Koog,1.00E-10
7164032,City of Lamont,1.00E-10
7172367,Town of Potts Camp,1.00E-10
6319400,Curua,6.48E-07
4513316,Village of Greenhills,1.00E-10
7531872,Krzyzanowice,1.03E-07
7317507,Village of Lisle,1.00E-10
6548751,Ebersbach,1.01E-08
3220896,Landkreis Schweinfurt,1.05E-07
7873159,Steinbach an der Steyr,2.84E-08
6438810,Mareuil-sur-Ourcq,4.05E-08
6455884,Les Rives,3.85E-08
6554416,Dudeldorf,1.82E-08
7285908,Gersau,6.28E-08
8131912,Vaesterstrand,1.00E-10
6432914,Meunet-sur-Vatan,2.03E-09
1611124,Amphoe Chom Phra,1.00E-10
11239630,Sarchi Sur,1.00E-10
640505,Puumala,2.03E-07
6554459,Liessem,1.00E-10
7172463,Town of Rowesville,1.00E-10
6320464,Belo Jardim,3.04E-08
6442246,Dracy-Saint-Loup,1.00E-10
6558535,"Tann, Markt",1.00E-10
6431106,Partinello,2.03E-09
9165129,Kara Kulja,1.00E-10
7287491,Volken,1.22E-08
6435656,Terre-et-Marais,1.22E-08
6355617,"Ejido, El",2.03E-09
6436634,Glonville,3.44E-08
2101556,Western Province,3.38E-07
6360413,Ledrada,1.00E-10
6450953,Coulaines,1.00E-10
6539904,Breia,1.86E-05
6355411,Benilloba,1.00E-10
2383765,Ombella-Mpoko,8.10E-09
7163864,City of Oakland Acres,1.00E-10
8658959,Peenehagen,1.00E-10
3830308,Costa Caribe Sur,2.03E-09
8133016,Saebra,2.07E-07
5111172,Town of Cameron,9.92E-08
5427717,La Plata County,1.00E-10
7873146,Meggenhofen,9.84E-07
1026010,Tete Province,6.46E-07
7286640,Niedergoesgen,2.03E-09
6617615,Saint-Sylvestre,4.05E-09
3337386,SE-O,1.00E-10
3043845,Tolna megye,1.01E-07
7174495,City of Stanwood,1.00E-10
6547523,Rehlingen-Siersburg,1.00E-10
6451532,Camaret-sur-Aigues,1.00E-10
6552837,Wieren,1.00E-10
6320439,Tacima,2.03E-09
6439067,Coulmer,1.82E-08
6556593,Rain,4.05E-09
6541452,Bossolasco,5.47E-08
6430149,Montreal-les-Sources,2.03E-09
6550059,Rhoenblick,1.00E-10
6430579,Saint-Elier,4.05E-09
6542694,Torcegno,1.42E-08
6554699,Kopp,1.00E-10
6542571,San Paolo d'Argon,2.03E-09
6449024,Borne,1.00E-10
8521529,Atasehir,2.03E-09
6448638,Azay-sur-Cher,3.24E-08
6450801,Baignes,1.00E-10
6437692,Malling,1.00E-10
8030556,South Andros District,1.00E-10
6444588,Malpart,3.32E-07
1716789,Cortes,1.42E-08
6548583,Bernsbach,1.00E-10
6359985,Amayuelas de Arriba,1.00E-10
7602626,Seegebiet Mansfelder Land,1.00E-10
6322023,Itaborai,2.03E-08
6447893,Bonlieu-sur-Roubion,2.80E-06
1696106,Palimbang,3.10E-06
1604772,Amphoe Yarang,1.62E-08
7170504,Town of Alapaha,1.00E-10
6321795,Sao Goncalo Do Abaete,2.03E-09
3440054,Soriano Department,1.00E-10
6437555,Haboudange,2.03E-09
6555413,Beuren,2.03E-09
6541468,Catania,1.42E-08
11592643,Sankt Barbara im Muerztal,1.00E-10
6323501,Linha Nova,1.62E-08
11239443,Cipreses,4.05E-09
8133341,Tingstad,2.03E-09
6615996,Angliers,1.00E-10
6359012,Azofra,4.05E-09
5139632,Town of Stephentown,3.34E-07
6557586,Dorsten,1.00E-10
7873003,Trattenbach,1.00E-10
6612537,Saint-Germain-la-Montagne,1.00E-10
7163380,City of Hermann,1.00E-10
6435706,Villiers-le-Pre,1.82E-08
7171456,Town of Mount Vernon,6.08E-09
3337405,Austurland,6.08E-08
11153155,Iffou,6.08E-09
6542443,Mallare,1.01E-08
6558933,Moosburg a.d.Isar,1.42E-08
6614074,Artzenheim,2.03E-09
6614087,Archigny,1.00E-10
858789,Wojewodztwo Podlaskie,2.03E-09
6438744,Hautbos,4.05E-09
6456236,Les Moeres,2.03E-09
6320236,Senador Eloi De Souza,6.33E-06
6433059,Montlouis-sur-Loire,1.00E-10
6541511,Loria,1.22E-08
4529106,Adair County,1.00E-10
3714261,Corregimiento Bastimentos,6.08E-09
6323260,Santa Terezinha,2.03E-09
7161370,Town of Glasgow,1.00E-10
3029240,Arrondissement de Caen,2.03E-09
6616225,Maisons-du-Bois-Lievremont,2.03E-09
3221013,Landkreis Goettingen,4.05E-08
6438919,Reuil-sur-Breche,7.49E-08
3237229,Saint Ouen,1.01E-08
6432764,Les Portes du Coglais,1.00E-10
6539751,Ronciglione,1.00E-10
7175378,Town of McLoud,2.03E-09
7391347,Higashikagawa Shi,7.49E-08
3670507,Sabanalarga,5.06E-08
6537161,Bienno,6.08E-09
4950928,Town of Shutesbury,4.46E-07
6612741,Salechan,6.08E-09
6425902,Conde-les-Herpy,1.00E-10
7871594,Winden am See,1.00E-10
6432866,Saint-Sulpice-la-Foret,1.00E-10
7170554,Town of Atwood,1.00E-10
1905674,Huyen Na Ri,2.19E-06
1845134,Chuncheon-si,1.11E-07
7162997,City of Cole Camp,2.43E-08
7173077,City of Brownsboro,8.10E-09
6427236,Fumichon,1.00E-10
2972349,Arrondissement de Toul,2.63E-08
1904989,Huyen Buon GJon,4.05E-09
6438659,Cuigy-en-Bray,6.42E-07
6438845,Morlincourt,2.03E-09
6439296,Saint-Pierre-la-Bruyere,1.00E-10
8132151,Moerkoe,1.00E-10
6424909,Flavy-le-Martel,3.04E-08
6433127,Saunay,2.03E-09
6542776,Provaglio d'Iseo,2.23E-08
4158712,Hillsborough County,2.25E-07
6443660,Fontainebleau,1.27E-06
6440530,Nabas,1.00E-10
2699767,Dalarna County,1.00E-10
7172495,Town of Sandersville,1.00E-10
361370,EG-BH,1.00E-10
6615938,Fridefont,2.03E-09
6358761,Abella de la Conca,4.05E-09
7317112,City of Jamesport,1.22E-08
7628335,Viesites Novads,1.82E-08
862946,Bosilovo,1.18E-06
5089855,Town of Moultonborough,1.09E-07
6456122,Le Loreur,2.63E-08
5282760,Town of Branford,3.24E-08
7872162,Nussdorf am Attersee,1.00E-10
293198,IL-JM,1.00E-10
6355839,Tinosillos,6.28E-08
5108227,City of Beacon,1.00E-10
8131598,Soendrum-Vapnoe,6.08E-09
6547717,Schmogrow-Fehrow,1.00E-10
3221059,Landkreis Aurich,1.42E-08
9828042,Kota Lubuklinggau,1.00E-10
6439048,Wacquemoulin,2.03E-09
5136341,Town of Sardinia,4.05E-09
7532081,Grudziadz,2.03E-09
6451469,Camps-la-Source,1.00E-10
6446122,Cheptainville,4.05E-09
6319805,Sao Luis,1.00E-10
6323696,Vacaria,1.00E-10
3614219,Cane,1.44E-06
7872496,Kainach bei Voitsberg,1.00E-10
1707894,La Libertad,1.42E-08
7174215,City of Laguna Hills,1.00E-10
7413175,Asagiri Cho,1.00E-10
7161446,City of Mount Rainier,1.00E-10
6442447,Saint-Martin-la-Patrouille,4.05E-09
7163500,City of East Moline,1.00E-10
7510750,Amphoe Erawan,2.77E-07
6323291,Tangara,1.83E-06
6450345,Chanat-la-Mouteyre,1.22E-08
6538844,Cappadocia,1.00E-10
7163461,City of Derby,1.00E-10
7286819,Porrentruy,1.00E-10
6550798,Wilthen,1.00E-10
6433797,Villards-d'Heria,1.00E-10
6450964,Arith,1.00E-10
6426661,Escouloubre,1.00E-10
1496745,Novosibirsk Oblast,1.00E-10
6439796,Pommera,4.05E-09
7533537,Zalewo,1.00E-10
6454080,Villages du Lac de Paladru,1.00E-10
5272286,Town of Saxeville,1.00E-10
3910770,Provincia Manuripi,2.03E-09
6552028,Husby,1.01E-08
1253748,Unnao,2.03E-09
6452541,Aigneville,1.00E-10
7287193,Soral,6.08E-09
7701213,Rajsamand,1.00E-10
7166315,Village of Columbiaville,2.03E-09
6549922,Hildebrandshausen,2.03E-09
6428573,Couchey,4.05E-09
6442142,Velet,1.00E-10
6537186,Barbianello,1.00E-10
8335142,Uttar Dinajpur,1.00E-10
1814905,Chongqing Shi,1.01E-08
6616003,Bourcefranc-le-Chapus,2.03E-08
7873323,Thomatal,6.08E-09
11239636,Puerto Jimenez,2.84E-08
8133335,Krokek,3.65E-08
6455979,La Latette,1.42E-08
7171837,Town of Granite Quarry,1.00E-10
7172926,City of Anacortes,1.00E-10
6430932,Villiers-Saint-Orien,1.00E-10
6443568,Varneville-Bretteville,1.00E-10
7162076,Town of Pax,2.03E-09
6446564,Couleuvre,1.00E-10
6557022,Faulbach,2.03E-09
6615121,Notre-Dame-du-Hamel,1.00E-10
2664994,Varbergs Kommun,4.05E-09
6558497,Bitburg,3.44E-08
7450019,Oe Machi,2.03E-09
6539043,Marano Marchesato,1.00E-10
5101405,Morris County,2.03E-09
7285835,Flaesch,1.01E-08
6613417,Val de Briey,2.03E-09
6429232,Moutier-Rozeille,1.82E-08
6615108,La Bassee,1.00E-10
6440983,Montner,2.03E-09
6361315,el Lloar,1.00E-10
6451585,Puyvert,1.00E-10
3208060,Gruendau,3.24E-08
6432688,Villeneuvette,4.05E-09
2789193,Pepingen,1.00E-10
8632467,Kiziloeren Ilcesi,4.05E-09
5058833,City of Dawson,1.00E-10
5096329,Borough of Carteret,1.00E-10
6425843,Saint-Prix,2.03E-09
6319161,Sao Jose Do Xingu,1.00E-10
6456945,Le Malzieu-Ville,1.42E-08
7290616,Gedling District,1.00E-10
449613,Ravar,2.03E-09
3703433,Provincia de Panama,1.00E-10
