geoname_id,synonym,word_likelihood
5272322,Saxon,4.86E-08
4471143,Hightsville,4.82E-07
4173431,South Daytona,4.05E-08
4832353,Danbury,8.10E-09
5048480,Squaw Lake,4.46E-07
4313732,Wingo,1.42E-06
5044210,Saginaw,3.30E-05
4946372,Onset,5.47E-06
5186381,Dauberville,3.04E-08
4816775,North Hills,7.47E-05
4895050,Hanna City,2.23E-08
4321358,Cullen,5.39E-07
5304306,Meadview,3.85E-08
4433056,Lawrence,2.45E-07
5871730,Platinum,3.04E-08
5724361,Dunes City,3.73E-07
4664550,Vanleer,1.22E-08
5393429,Santee,1.01E-08
4984692,Bad Axe,4.80E-07
5063010,Ansley,6.48E-07
2992938,Montbéliard,8.10E-08
4173376,South Bay,8.71E-08
5034153,Lanesboro,2.63E-08
4251371,Tower Hill,4.85E-05
4491896,Skippers Corner,2.92E-07
4627194,Halls,3.52E-06
4684431,Crowell,8.85E-07
4853900,Dewar,4.00E-06
4111470,Fouke,1.01E-08
4820331,Rock Creek,7.49E-08
5178183,Altamont,1.20E-06
4313215,White Mills,6.19E-05
4615539,Corryton,7.53E-06
4878074,Swan,6.08E-09
5200699,Mehoopany,2.84E-08
5508379,Minden,3.87E-07
4087004,Rosa,4.46E-08
4892570,Fisher,2.19E-06
5084393,Center Sandwich,2.37E-07
4601178,Willington,9.46E-07
4215371,Perkins,5.59E-07
4537021,Flute Springs,2.23E-08
5410125,Winters,8.10E-09
5397841,South Whittier,6.28E-08
4277490,Plevna,1.01E-08
5345032,East Palo Alto,1.22E-08
4671334,Arp,2.43E-08
3017798,Forcalquier,7.31E-07
5566264,Keswick,1.42E-08
4706446,Lingleville,0.000126261
4369608,Silver Spring Metro Station,2.71E-07
4902955,Mount Morris,4.24E-05
5119974,Harbor Hills,2.72E-06
4802872,Cool Ridge,7.13E-07
8113185,Chantilly Turf Farms,1.29E-06
4558843,Jefferson,8.51E-08
4651395,Primm Springs,1.52E-07
5114803,Delanson,2.03E-08
5121354,Hortonville,2.03E-08
5203361,Newtown,2.03E-09
5059546,Hannaford,3.07E-06
4192957,Edgehill,8.10E-08
4581023,Hanahan,1.62E-08
4126769,Pleasant Plains,7.64E-07
4780837,Radford,1.28E-07
4363878,North Brentwood,5.49E-07
4193215,Ellenwood,1.42E-08
7315260,Marlboro Village,8.10E-09
4325698,Gilliam,9.17E-06
5288439,Canyon Day,1.38E-06
4160171,Jensen Beach,3.19E-06
4460659,Chinquapin,8.30E-08
4817047,Oakvale,1.58E-05
4682572,Colonia Iglesia Antigua,7.47E-06
4878159,Swisher,3.26E-07
5193940,Hollsopple,1.00E-10
5208642,Rochester Mills,1.07E-07
4529550,Asher,3.61E-06
2509929,Valldemossa,3.54E-06
7304063,Fairfield Commons,5.67E-08
5281166,Castleton,3.69E-05
5205377,Penn Hills,4.25E-08
4205889,Lithonia,1.84E-07
4691663,Flynn,5.47E-08
5105315,Tennent,3.04E-07
4922501,Lake Dalecarlia,9.64E-07
5191267,Glen Hope,2.33E-07
2519707,La Duquesa,1.48E-07
5181475,Branch Dale,1.01E-08
4051581,Brantley,3.39E-06
4410113,Steelville,2.47E-06
5817638,Baggs,1.01E-08
4401242,O'Fallon,5.06E-08
5164672,North Benton,2.43E-06
4779950,Port Republic,3.19E-05
4085373,Rainsville,9.52E-08
5445527,Grinnell,9.17E-07
4168766,Placida,2.24E-06
4312878,Webster,4.05E-08
5179911,Ben Avon,2.03E-08
3113718,San Salvador de Perlora,2.84E-08
4684330,Cross Mountain,0.000103925
4938652,Halifax,1.05E-06
5715919,Brooks,3.27E-06
4927510,Upland,2.63E-08
4621694,Fall Branch,8.97E-06
4732862,Sour Lake,4.03E-05
4509897,Dayton Mall Shopping Center,1.01E-08
4807943,Halltown,8.10E-09
5422151,Fort Lyon,2.84E-08
4671362,Arroyo Colorado Estates Colonia,3.50E-07
7257804,Central Waterford,1.19E-07
4401615,Oakview,7.10E-06
4550364,Salina,8.10E-09
4834984,Gilman,3.54E-07
4848286,Berkley,9.40E-06
7426509,Otay Ranch Town Center,1.05E-07
5023573,Crystal Bay,1.44E-07
5188312,Edinburg,3.38E-07
5009769,Shoreham,1.00E-10
4769339,Lexington,4.13E-07
4303223,Oneida,5.92E-05
4489022,Rosman,4.25E-08
4782674,Rocky Gap,5.20E-07
4967361,Hollis Center,2.03E-08
5152098,Dillonvale,3.24E-06
3180501,Carlantino,1.37E-06
4236786,Dahlgren,2.41E-07
5535027,Bicknell,3.04E-08
4804004,Diana,7.74E-07
4733839,Spring Hills,8.10E-09
4279055,Schoenchen,5.54E-05
4641998,Millington,1.42E-08
4183320,Blacksville,5.58E-05
4964026,Farmington Falls,5.20E-07
3034587,Île de Batz,3.91E-05
4413493,Walnut Shade,5.87E-07
4920825,Grabill,2.41E-07
5000873,Marine City,5.74E-06
4500166,Yanceyville,1.42E-08
5686712,Wilsall,1.82E-08
7259197,Whitesboro-Burleigh,4.41E-07
4894849,Gulfport,2.43E-08
5127519,Moriches,1.42E-08
4607414,Bluff City,1.17E-07
5185380,Coopersburg,5.25E-07
5098904,Haworth,8.95E-07
4951582,Southampton,4.05E-09
4363843,North Bethesda,0.00032383
5813207,Tenino,2.39E-07
4817788,Pax,2.03E-08
5220400,Youngsville,7.66E-07
4295852,Indian Hills,2.57E-05
5217312,Vowinckel,7.49E-08
4366341,Queen Anne,2.03E-08
4727078,Santa Rosa Colonia,2.75E-07
4052655,Burnwell,1.94E-05
4343177,Taylor,1.42E-08
5204552,Orchard Hills,8.10E-09
5254419,Glenmore,1.68E-07
4675056,Blooming Grove,1.51E-05
4390172,Henrietta,2.03E-09
4271416,Farlington,1.78E-06
5058624,Christine,1.84E-07
5103564,Rumson,4.92E-07
5392090,San Jacinto,1.56E-05
5001921,Middleton,1.52E-05
5870146,Nondalton,2.09E-07
5054800,Eagleville,1.00E-10
5110211,Broadalbin,2.31E-07
5789198,Carnation,2.07E-07
5100764,Madison Park,3.44E-08
5143774,West Davenport,2.03E-08
5793237,East Port Orchard,3.65E-08
4125224,Ozone,4.17E-07
4903032,Mount Pulaski,4.05E-08
4802396,Clear Creek,3.26E-07
3116553,Mollet del Vallès,9.25E-05
4163633,Masaryktown,7.39E-07
5192657,Harleigh,1.75E-06
2512378,Porto Cristo Novo,1.93E-06
5106877,Alden,2.03E-09
5231851,Sioux Falls,1.32E-07
5430802,Mesa,8.18E-06
5611375,Wallace,3.12E-07
4049120,Amoret,2.71E-07
5693877,Brownlee,1.57E-06
4621469,Fairmount,1.02E-05
4288140,Coal Run Village,8.10E-09
5334799,Castaic,1.42E-07
5166528,Perrysville,4.66E-08
5785555,Almira,6.52E-07
4376392,Bell City,2.13E-07
5177826,Acme,5.06E-08
4558668,Holtwood,3.63E-07
4928137,Westpoint,6.08E-09
4170092,River Park,5.95E-07
5139450,Stannards,1.32E-06
4322910,Doyline,2.28E-05
5097315,Dover,3.08E-07
2510722,Taganana,9.11E-08
3128247,Berantevilla,8.83E-06
5063002,Anoka,5.14E-05
5059001,Edgeley,3.24E-08
7729502,Doe Valley,1.02E-05
6340078,Riggs Alumni Center,2.63E-08
4534522,Cromwell,1.11E-07
4164186,Miami Lakes,1.40E-07
4355322,Fort George G Mead Junction,1.00E-10
5211622,Shamokin,2.43E-08
5805835,Orondo,2.06E-06
5462496,Cochiti Pueblo,3.65E-08
4276077,Natoma,1.60E-07
4246138,Oconee,6.28E-08
4273484,Isabel,4.33E-07
4941949,Leyden,1.01E-08
5248487,Chili,2.84E-08
3027105,Champigny-sur-Marne,1.22E-08
5785450,Alderton,3.79E-07
5052658,White Bear Lake,2.03E-09
4258104,Gosport,3.19E-06
5357630,Holy City,2.18E-05
5382146,Perris,2.63E-08
4835654,Hamden,9.32E-08
4562441,Yorklyn,1.10E-05
5399976,Sunland,3.02E-05
5114500,Darien Center,7.64E-07
7261137,Erlands Point-Kitsap Lake,8.10E-09
5340300,Coyote,2.15E-07
5808589,Rock Island,1.43E-06
5360822,Johannesburg,2.33E-07
4528810,Xenia,3.74E-06
4495193,Todd,3.08E-06
4070997,Kinsey,6.08E-07
4402830,Peerless Park,3.03E-06
5417522,Collbran,4.23E-07
5105867,Vernon Valley,7.90E-07
4754966,Culpeper,2.45E-05
4509699,Crystal Lakes,1.22E-05
4154367,Ellenton,1.82E-08
4489185,Rowland,1.00E-10
5356700,Hidden Hills,0.000121437
4703578,Knox City,2.53E-07
4377835,Bolivar,3.65E-08
5196465,Knox,4.25E-08
5117114,Fine,5.42E-05
4237494,East Carondelet,2.93E-05
5672338,Powderville,8.10E-09
4360322,Lanham Cemetery,1.57E-05
4152064,Country Walk,3.44E-08
4557442,Crum Lynne,8.10E-09
4968900,Kingman,4.05E-09
4771630,Marionville,3.80E-05
4676523,Brookesmith,8.51E-08
4457342,Brogden,6.08E-09
4393596,Kimmswick,2.23E-08
5190438,Fredericksburg,1.52E-05
5070396,Hordville,4.48E-07
4311035,Tompkinsville,3.04E-08
5767532,North Spearfish,3.52E-07
4575455,Converse,1.24E-05
4118196,Lakeview,1.62E-08
4475347,Laurinburg,1.22E-07
4833942,Montfort,2.61E-06
5774301,East Millcreek,0.000147988
4880468,Wall Lake,6.22E-07
4168784,Plantation,2.19E-05
4376352,Bel-Ridge,4.86E-08
5014051,Warren,4.18E-05
4630564,Hopewell,2.17E-07
5793700,Eltopia,3.65E-08
4297104,Kirksey,2.03E-08
4818383,Piney View,6.88E-06
2510271,Torre Pacheco,2.57E-06
5405960,Verdi,3.09E-06
5030460,Holmes City,5.06E-08
6332745,Millburn,2.63E-07
4525041,South Charleston,3.04E-08
5474975,La Union,1.62E-06
7701640,Indian Springs,8.10E-08
4922721,Leo-Cedarville,1.22E-06
4353642,Drayden,8.97E-06
4515991,Kitts Hill,1.69E-05
4994955,Gulliver,1.01E-05
4477976,Marble,3.65E-08
5054756,Downing,1.30E-06
4810835,Kermit,8.35E-06
4698296,Holliday,4.72E-07
7315159,Farmers Loop,4.05E-08
4900740,Lynwood,3.63E-06
4334154,Mount Lebanon,2.38E-05
4499612,Winston-Salem,2.11E-07
4558236,Glen Rock,1.24E-06
4150733,Chiefland,9.92E-08
4736662,Thompsons,2.23E-07
4911008,Secor,9.04E-06
4274295,LeRoy,8.10E-09
4335326,Norco,6.28E-08
5814082,Tumtum,1.73E-06
4827640,Wolfe,1.62E-08
5205883,Picture Rocks,2.63E-07
5288523,Carefree,2.74E-06
5354192,Greenhorn,6.97E-06
5138673,Solsville,8.10E-09
5207219,Prompton,1.92E-07
4799235,Big Sandy,2.23E-08
4404262,Portage Des Sioux,7.47E-05
4998197,Kingston,1.57E-06
5728501,Gleneden Beach,4.35E-06
5441199,Telluride,1.57E-05
5224186,Prudence Park,1.62E-08
4712467,Moscow,4.74E-05
3120159,Jaurrieta,1.52E-05
4962066,Damariscotta,1.01E-08
5113168,Cold Brook,2.23E-08
6544211,Lluc,4.88E-06
4944340,Monponsett,7.64E-07
5131692,Plattsburgh,1.32E-07
4226808,Toomsboro,3.00E-07
5255091,Greenleaf,1.00E-10
4133583,Tilly,9.76E-07
5461293,Chamita,1.13E-07
4722625,Richardson,5.35E-07
5654084,Geyser,8.10E-09
5188339,Effort,1.39E-05
4787440,Staunton,2.63E-05
5141516,Truxton,1.08E-06
4898609,Kinsman,1.19E-06
4866236,Marengo,1.17E-07
5079304,Spalding,1.32E-06
5067896,Fairbury,9.68E-07
4495175,Tobaccoville,7.39E-07
5382362,Phelan,1.22E-08
5059127,Esmond,1.01E-08
5734711,Keizer,1.32E-05
4579459,Galivants Ferry,4.46E-08
4878626,Tingley,1.33E-06
5207263,Prospect,1.24E-05
5270249,Saint Francis,4.37E-06
4773370,Millwood,1.32E-05
5676279,Sand Springs,2.01E-05
5021100,Chokio,1.01E-08
4329346,Jordan Hill,3.79E-07
4226208,The Rock,8.59E-06
5483380,Paradise Hills,1.22E-08
5164352,New London,8.26E-06
4662519,Thompson's Station,1.62E-08
4993659,Garden City,1.46E-07
5003257,Naubinway,1.66E-07
5240958,Shaftsbury,2.17E-06
4835458,Grosvenor Dale,2.57E-07
5138547,Smithville Flats,1.05E-07
5065036,Cairo,1.21E-06
5228673,Huron,2.03E-08
4305500,Raceland,2.03E-09
5489630,San Jose,8.46E-06
5496046,Upper Fruitland,3.63E-07
5847133,Hobart Bay,3.44E-08
4309414,Saint Dennis,8.10E-09
4548393,Prague,1.00E-10
4530893,Blocker,2.81E-05
5063968,Berwyn,6.08E-09
5181375,Boyertown,5.47E-08
7259776,Fort Polk South,6.28E-08
4658841,South Carthage,3.03E-06
5197842,Lewisburg,2.73E-07
2977968,Saint-Michel-en-lHerm,2.49E-07
3035403,Bagnolet,3.06E-07
4355732,Friendsville,5.27E-08
5196410,Klingerstown,1.01E-07
5457319,Bibo,1.94E-06
2512378,Porto Cristo,4.05E-08
5219585,Williamsport,1.42E-08
4093933,Townley,2.03E-09
5009038,Sawyer,1.58E-06
5279885,Yuba,1.62E-08
4065524,Guin,1.01E-07
4125843,Perla,9.92E-08
5254767,Grand Marsh,4.86E-08
4600152,Ware Place,8.40E-07
5218678,West Easton,1.00E-10
4688216,Edcouch,3.02E-07
5768221,Ralph,1.22E-08
7535510,University Park,5.39E-07
4864305,Lawton,4.05E-09
4293284,Graymoor-Devondale,3.65E-06
5131628,Plainedge,4.25E-06
5345762,El Nido,2.84E-08
5325371,Avila Beach,2.23E-08
921815,Mamoutzou,9.84E-07
4122484,Mount Judea,5.47E-08
4283092,Bandana,8.91E-08
4594546,Saint Stephen,5.63E-06
5100419,Liberty Corner,2.35E-07
5741669,Mount Hood,2.86E-06
4102622,Booneville,8.41E-06
4434645,Macon,8.10E-09
5131725,Pleasant Valley,1.22E-08
3016130,Ghyvelde,1.82E-08
4512792,Glenford,1.00E-10
5658804,Ingomar,5.77E-07
5050603,Truman,6.48E-08
4771868,Maryus,4.37E-07
4877694,Stout,9.84E-07
7260779,Alpine Northwest,4.10E-06
4537785,Gowen,2.17E-07
4815788,Mount Storm,1.78E-07
5369452,Mabie,1.48E-07
4325641,Gheens,2.45E-07
4652359,Red Boiling Springs,1.42E-08
4339179,Rosepine,1.11E-06
5014811,White Cloud,1.98E-07
5504003,Fernley,4.05E-08
5218505,Wescosville,9.21E-07
5107670,Baiting Hollow,6.68E-08
4288720,Cornettsville,3.63E-06
4814006,Maxwelton,1.07E-05
4571856,Bonneau,4.66E-08
4969317,Lee,1.00E-10
5746769,Powers,5.90E-06
2975445,Schirmeck,2.03E-08
5381700,Pearblossom,1.50E-05
5369568,Madera,1.88E-05
4306193,River Bluff,2.87E-06
5218531,Wesleyville,1.97E-05
4193568,Esom Hill,1.62E-08
4957320,Bar Harbor,6.48E-08
4258302,Greensburg,1.00E-10
4783233,Rural Retreat,5.47E-08
4389012,Grovespring,6.68E-08
5792869,DuPont,2.19E-05
5416992,Chromo,1.00E-10
4901876,Melvin,4.05E-09
5104460,Schooleys Mountain,4.05E-08
4749854,Bull Run,1.02E-06
5120756,Highland Lake,9.58E-06
4502649,Laurel Springs,2.02E-06
5691481,Saint Anthony,1.56E-06
5690923,Overly,2.03E-09
4742385,Wilmer,4.86E-08
4790889,Valentines,5.06E-07
4192124,Dry Branch,9.36E-07
4262425,Oakland City,9.82E-06
5133640,Rego Park,2.35E-06
7262543,Wilkerson,1.78E-07
4957962,Belgrade,7.09E-07
4535076,Dibble,4.16E-05
4508308,Chandlersville,7.09E-08
3004630,Le Chesnay,6.08E-09
5308116,Parker,2.63E-08
4072842,Lipscomb,4.05E-09
5203092,New Albany,2.62E-06
5805466,Oakesdale,3.56E-07
5462377,Cloudcroft,7.84E-07
5546452,Santaquin,5.06E-07
7315561,Teviston,1.65E-05
4855341,Elkader,2.23E-08
4478334,Matthews,1.22E-08
4136419,Wideman,8.08E-07
5817373,Arlington,1.88E-05
5801412,Lochsloy,4.46E-08
4719349,Pipe Creek,6.08E-09
4300758,Milburn,1.00E-10
5523336,Homestead Meadows South,1.22E-08
4410412,Stotts City,1.42E-08
5759598,Wedderburn,8.10E-08
5168837,Russells Point,7.49E-08
5848280,Kapaa,1.52E-06
5871906,Port Alsworth,8.10E-09
5841039,Tie Siding,1.01E-08
4670562,Alton North (historical),5.89E-07
5331378,Buck Meadows,1.50E-07
4897105,Ingalls Park,8.10E-08
4161168,Lake Buena Vista,6.28E-08
4239696,Grand Tower,9.34E-07
4266191,Utica,1.10E-05
5211235,Sciota,9.72E-08
4280502,Tonganoxie,7.29E-08
5408982,Whitley Gardens,3.07E-06
4816847,Northfork,1.15E-07
5123840,Lake Ronkonkoma,2.67E-07
5336190,Cherryland,1.01E-08
5551044,Ak-Chin Village,2.13E-06
4558135,Garards Fort,1.00E-10
5193300,Herman,1.01E-08
5232788,Wentworth,6.57E-05
2967421,Wattrelos,5.65E-05
5202141,Mount Cobb,7.09E-08
2974733,Sète,3.30E-07
5685656,West Glendive,2.00E-07
7315387,Tanquecitos South Acres II,5.07E-06
5095954,Bridgeville,3.31E-06
4923554,Middlebury,6.89E-08
5574704,Berthoud,1.17E-05
4176318,Valrico,2.19E-07
5232741,Watertown,1.59E-06
7315201,Monument Hills,5.38E-06
4984505,Atlas,1.57E-05
5197594,Leetsdale,3.44E-08
5180961,Blue Bell,9.72E-08
5696702,Kilgore,1.55E-05
4851969,Cleghorn,5.87E-08
4481345,Murraysville,1.07E-06
4369965,South Germantown Recreational Park Trails,3.69E-06
7259199,Whittingham,1.11E-07
4946445,Otis,1.01E-08
4379167,Burfordville,1.01E-08
5790332,Cliffdell,4.29E-06
5774001,Draper,2.40E-06
5278037,Waubeka,5.67E-08
5856563,Iroquois Point,7.23E-07
4767420,Keezletown,1.00E-10
5116917,Far Rockaway,2.43E-08
6616674,Saint-Pierre-dEntremont,3.04E-08
5018252,Big Falls,1.00E-10
4756706,Dungannon,2.36E-06
4355137,Flintstone,1.44E-06
4404162,Pomona,2.61E-05
5226112,Badger,1.16E-05
4651127,Powder Springs,2.54E-05
4945601,North Dartmouth,6.48E-08
4158966,Holmes Beach,5.51E-07
5639354,Belfry,9.62E-07
5688752,Denhoff,1.01E-08
5003369,New Baltimore,1.74E-07
4407110,Saint Mary,7.29E-08
5378481,Oak View,1.92E-07
4870142,Orleans,2.23E-08
4765170,Hudgins,1.97E-06
5694375,Cody,4.86E-08
4998550,Lake George,9.92E-08
4819067,Prichard,3.36E-07
5396136,Sisquoc,1.94E-06
4286132,Bulan,2.43E-08
5802666,May Creek,2.43E-08
4708535,Mabank,1.13E-05
5058868,Devils Lake,4.05E-09
5123645,Knowlesville,6.08E-09
5123718,Lackawanna,3.91E-07
4376623,Berkeley,2.49E-07
5105480,Tranquility,4.05E-09
5173401,Summitville,2.03E-09
3005091,Le Bourg-d'Oisans,7.26E-06
5323694,American Canyon,1.36E-07
4422188,Coahoma,1.00E-10
5130081,Oswego,2.01E-05
5221875,East Greenwich,1.22E-06
4270177,Cummings,2.18E-05
4761087,Glen Wilton,2.01E-05
5158899,Irwin,3.73E-07
5197723,Lemont,2.23E-08
4354701,Falls Road Local Park,3.04E-08
3123269,Serrat,1.30E-07
5077690,Saronville,5.69E-07
4319518,Chalmette,7.08E-06
4707922,Los Ebanos,5.67E-08
8558449,West Warrenton,1.17E-06
4922329,Kingsford Heights,5.95E-06
4721762,Reagan,3.24E-08
5011569,Sunfield,1.98E-07
5320869,Why,1.44E-07
5814392,Underwood,8.55E-07
5200499,McKeesport,8.22E-07
5526972,New Home,2.96E-07
4173558,South Sarasota,5.37E-07
5139614,Steinway,1.22E-08
4361831,Maryland City,5.78E-05
2972467,Tonnerre,2.03E-07
5213126,South Waverly,5.77E-06
5199356,Lyndell,5.94E-05
5321135,Williamson,4.46E-08
4152487,Crystal River,1.01E-08
5564509,Grenada,4.02E-06
4253179,Williamsville,2.12E-06
4349234,Bozman,7.19E-06
4745675,Barren Springs,9.23E-07
4272273,Grandview Plaza,3.50E-07
5100360,Layton,2.31E-05
4997232,Iron Mountain,1.87E-06
5398466,Squirrel Mountain Valley,8.10E-09
4907863,Rochelle,2.03E-08
5729974,Halsey,1.82E-08
4994040,Glennie,6.70E-07
5771716,Bluffdale,1.80E-05
5042731,Red Lake Falls,2.63E-08
5100383,Leisure Village East,5.06E-08
5573479,Weott,4.57E-06
4343659,Timberlane,8.10E-08
4166936,Oldsmar,2.32E-06
4751421,Cave Spring,1.28E-07
4883766,Atkinson,1.02E-05
5110029,Brasher Falls,2.28E-05
4585198,Lincolnville,1.98E-06
4693824,Gober,9.08E-06
7315251,Kickapoo Site 2,6.37E-05
4991600,East Grand Rapids,1.22E-08
5038438,Mountain Lake,4.05E-09
4614690,College Grove,1.55E-05
4829243,Wallis,1.00E-10
5723257,Dillard,1.48E-05
4516300,Laura,2.84E-08
4863637,Klemme,8.10E-09
5427705,La Junta,1.11E-06
4806722,Gap Mills,5.67E-08
5380942,Panorama Heights,3.44E-08
3105311,Villanúa,2.11E-07
4749898,Bumpass,3.24E-08
4099647,Arkadelphia,2.25E-06
5787305,Bingen,1.01E-08
5471232,Hernandez,2.15E-07
4308725,Smilax,6.08E-09
4349591,Brooklandville,3.12E-06
4664815,Vonore,0.00018551
4997467,Jeddo,1.63E-06
5015723,Zilwaukee,1.78E-07
4947641,Plympton,2.26E-06
5232392,Trent,1.42E-08
4163954,Medulla,3.04E-08
4548947,Ratliff City,1.26E-05
3107519,Tremp,1.42E-08
5089140,Madbury,3.45E-05
4997805,Kalkaska,1.99E-06
5846871,Gustavus,1.22E-08
4535474,Eagletown,8.71E-08
4985643,Bendon,1.42E-08
7315585,Hidden Spring,1.00E-10
4117942,Lake Hamilton,2.67E-06
5488553,Roy,8.10E-09
4240137,Hamel,3.67E-07
2520200,Capdepera,1.39E-06
5119232,Great River,3.74E-06
5054522,Coffey,6.89E-07
4903184,Mundelein,1.80E-07
5139630,Stephentown,1.83E-05
5354546,Groveland,9.50E-06
4260164,Lanesville,4.37E-07
4088146,Saks,3.18E-07
4516267,Langsville,2.26E-06
5814941,Waller,8.10E-09
4259418,Indianapolis,1.22E-08
5194533,Hunker,1.50E-07
5803139,Mercer Island,7.55E-06
5222468,Greene,4.05E-09
5378595,Oaks Shopping Center,1.88E-05
5170746,Sandyville,8.89E-07
5204448,Oliveburg,1.38E-05
4412433,Ulman,3.88E-06
4456665,Bonlee,1.79E-06
5035635,Long Prairie,2.27E-06
4829311,Pastoria,2.03E-09
5395622,Sierra Madre,2.24E-05
6946944,North Brunswick,5.89E-07
5092338,Sanbornton,4.06E-05
5525517,Lowake,5.00E-07
7258782,Jefferson Valley-Yorktown,1.70E-06
4656920,Sharps Chapel,2.11E-07
5762612,Batesland,7.90E-08
4385616,Elvins,2.98E-07
7261445,Holloman Air Force Base,1.82E-07
5007451,Rockwood,5.14E-06
4509817,Darbyville,1.68E-07
4188287,Clayton,2.09E-06
5857121,Anahola,1.98E-06
4851762,Clarinda,2.04E-05
5230968,Roswell,3.65E-08
4174969,Temple Terrace,7.69E-06
4100028,Avilla,1.82E-08
4670707,Anahuac,5.53E-06
5464026,Cuervo,3.33E-05
5374212,Montalvin,1.16E-06
3106380,Baqueira,1.07E-06
5019035,Bovey,1.24E-07
5727257,Fort Hill Census Designated Place,6.08E-09
4302338,New Castle,2.84E-08
5064544,Brainard,4.82E-07
5203030,Nescopeck,2.23E-08
4693197,Gause,1.51E-05
5229461,Lowry,1.42E-08
5409768,Willowbrook,2.43E-06
3181091,Camerota,1.20E-06
5661429,Lake Mary Ronan,1.00E-10
5259769,Lena,4.49E-05
4835032,Glenville,8.10E-09
5383527,Placentia,3.13E-06
4719103,Pine Forest,8.91E-08
5441653,Todd Creek,4.86E-08
7315420,North Fort Lewis,8.10E-09
4427439,Gallman,1.22E-08
4615051,Condon,1.26E-06
4046319,Bayou La Batre,1.01E-08
4824700,Thorpe,9.13E-07
4924093,New Carlisle,1.52E-06
4225122,Summerville,1.87E-05
4371420,Timonium,6.18E-06
5249071,Cochrane,6.08E-09
4615331,Coopertown,1.50E-05
4323065,Dubach,4.30E-06
4244351,Mechanicsburg,1.54E-06
4535961,Enid,4.00E-05
4676365,Briggs,6.15E-05
4762356,Gretna,1.83E-06
3013534,Hendaye,1.74E-07
4551060,Sentinel,1.52E-06
5116047,East Rochester,7.94E-07
5184414,Clarence,4.67E-06
5577531,Grand Lake,2.13E-06
3113734,Peralada,8.10E-08
4242042,Junction,4.25E-08
4710540,Megargel,1.28E-06
4900801,Machesney Park,4.74E-07
5381305,Parkway,2.69E-07
4263612,Reelsville,1.22E-08
4270110,Crestline,3.12E-07
5538927,Ephraim,1.15E-05
5278045,Waukau,1.54E-06
4919784,Dune Acres,4.78E-07
5209347,Russellton,2.82E-05
4991914,Elberta,1.90E-07
3038008,Altorf,1.01E-08
5129245,N. Tonawanda,2.43E-08
5179478,Beaver Falls,2.12E-05
5488036,Rociada,2.34E-05
5636523,Absarokee,6.08E-09
3115881,Mura,4.63E-06
4283903,Benham,2.23E-08
4757826,Esmont,3.01E-06
5808189,Renton,4.05E-09
4671939,Bailey,1.38E-07
4825895,Varney,6.08E-09
5197163,Lansford,1.49E-05
4268674,Brookville,1.42E-08
5438567,Sherrelwood,3.03E-06
4985210,Bay Shore,1.21E-05
4345968,Westwego,5.79E-06
5176319,West Mansfield,8.91E-08
5098425,Glen Gardner,2.83E-06
4090008,Shorter,1.36E-06
4354163,Eldersburg,1.25E-05
4825731,Upperglade,1.01E-08
4477334,Love Valley,3.44E-08
5179102,Barnesboro,1.17E-06
4286583,Calvin,2.03E-09
5526174,Mertzon,1.72E-05
4715931,Oak Point,1.13E-06
4892770,Forest Lake,1.69E-05
4538869,Holdenville,5.57E-07
4959658,Burnham,5.87E-08
5558586,Fort Wrangel,8.10E-09
4081981,Paint Rock,8.10E-09
4918393,Bristol,7.05E-07
4452886,Arden,1.00E-10
4994125,Good Hart,6.68E-08
5130315,Oxbow,6.89E-08
4977739,Sandy Point,1.42E-08
5553366,Beyerville,7.29E-08
5426711,Johnson Village,8.10E-09
5055199,Grant City,1.51E-06
4717084,Oyster Creek,5.49E-07
5166177,Parma,6.33E-06
4402300,Pacific,6.50E-07
5166208,Parral,1.02E-06
5207065,Pottsgrove,5.12E-07
5187925,East Greenville,4.05E-09
4604183,Bartlett,1.00E-10
6559224,"Münstertal, Black Forest",3.04E-08
4363472,Nanticoke Acres,0.00018551
5024996,East Grand Forks,2.03E-08
9863167,"United States Post Office, Steuben",2.93E-05
5070951,Jansen,1.15E-06
4789815,Topping,2.05E-06
5602077,New Meadows,8.10E-09
4369286,Shady Side,1.90E-07
5425043,Highlands Ranch,5.67E-08
4233516,Belle Prairie City,8.36E-06
4437982,Natchez,1.38E-07
7260057,Cocoa West,3.04E-08
4504915,Woodbury,1.00E-10
4373104,West Elkridge,1.01E-08
5256485,Hixton,4.09E-07
4244099,Mattoon,9.48E-05
4973295,New Sweden Station,3.95E-07
5676065,Saint Xavier,2.43E-08
4500959,Browns Mills,8.47E-07
4749193,Brookneal,1.62E-07
4781711,Richlands,3.61E-06
4601475,Woodfield,7.19E-07
4591896,Port Royal,8.10E-09
4657662,Silerton,5.87E-08
4821709,Selbyville,3.44E-08
4898177,Kaneville,8.85E-06
4274724,Lone Elm,2.05E-05
4453271,Ayden,6.08E-09
5847662,Kalāheo,4.04E-06
4493838,Stumpy Point,3.99E-06
5568581,New Pine Creek,8.10E-09
4772384,McMullin,4.96E-07
5740154,Melrose,6.28E-08
4168761,Placid Lakes,2.84E-08
4428736,Gunnison,6.68E-08
4810920,Kiahsville,6.08E-09
4743736,Zuehl,2.43E-08
5011050,Stanwood,1.22E-08
4595245,Seabrook,4.16E-05
3026637,Charenton-le-Pont,3.40E-07
4477238,Longwood,9.48E-05
5242663,West Burke,1.19E-07
5254357,Gleason,1.11E-05
